"Name","Country","Weight","Height","Age","Team","Fight_Result","Fight_Method"
"Sonrak Fairtex","
Myanmar [Burma] ",NA,"5'6"" FT / 170 CM","27 Y","Fairtex Training Center","LOSS","Knockout 
R3 (1:40)"
"Sonrak Fairtex","
Myanmar [Burma] ",NA,"5'6"" FT / 170 CM","27 Y","Fairtex Training Center","LOSS","Unanimous Decision 
R3 (3:00)"
"Sonrak Fairtex","
Myanmar [Burma] ",NA,"5'6"" FT / 170 CM","27 Y","Fairtex Training Center","LOSS","Unanimous Decision 
R3 (3:00)"
"Sonrak Fairtex","
Myanmar [Burma] ",NA,"5'6"" FT / 170 CM","27 Y","Fairtex Training Center","WIN","Majority Decision 
R3 (3:00)"
"Sornsueknoi FA Group","
Thailand ","127.65 LBS / 57.9 KG","5'4"" FT / 165 CM","29 Y","FA Group","WIN","Unanimous Decision 
R3 (3:00)"
"Sornsueknoi FA Group","
Thailand ","127.65 LBS / 57.9 KG","5'4"" FT / 165 CM","29 Y","FA Group","LOSS","Majority Decision 
R3 (3:00)"
"Sornsueknoi FA Group","
Thailand ","127.65 LBS / 57.9 KG","5'4"" FT / 165 CM","29 Y","FA Group","WIN","Knockout 
R1 (2:32)"
"Sornsueknoi FA Group","
Thailand ","127.65 LBS / 57.9 KG","5'4"" FT / 165 CM","29 Y","FA Group","WIN","TKO 
R2 (1:16)"
"Sornsueknoi FA Group","
Thailand ","127.65 LBS / 57.9 KG","5'4"" FT / 165 CM","29 Y","FA Group","WIN","Knockout 
R1 (2:09)"
"Soroush Akbari","
Iran ",NA,"5'7"" FT / 171 CM","19 Y","Cyrus","WIN","Split Decision 
R3 (3:00)"
"Souris Manfredi","
France ",NA,"5'4"" FT / 165 CM","36 Y","Rage Fight Academy","LOSS","Submission 
R1 (4:12)"
"Stefan Korodi","
Ireland ","145.06 LBS / 65.8 KG","5'8"" FT / 174 CM","30 Y","Dublin Combat Academy / PK Saenchai Muaythaigym","LOSS","Knockout 
R1 (2:42)"
"Stefan Korodi","
Ireland ","145.06 LBS / 65.8 KG","5'8"" FT / 174 CM","30 Y","Dublin Combat Academy / PK Saenchai Muaythaigym","LOSS","Unanimous Decision 
R3 (3:00)"
"Stephen Irvine","
Scotland ",NA,"5'6"" FT / 170 CM","24 Y","Deachkalek Muay Thai Academy","WIN","Knockout 
R1 (1:57)"
"Stephen Irvine","
Scotland ",NA,"5'6"" FT / 170 CM","24 Y","Deachkalek Muay Thai Academy","WIN","Unanimous Decision 
R3 (3:00)"
"Stephen Irvine","
Scotland ",NA,"5'6"" FT / 170 CM","24 Y","Deachkalek Muay Thai Academy","LOSS","Majority Decision 
R3 (3:00)"
"Stephen Irvine","
Scotland ",NA,"5'6"" FT / 170 CM","24 Y","Deachkalek Muay Thai Academy","WIN","TKO 
R2 (1:27)"
"Stephen Irvine","
Scotland ",NA,"5'6"" FT / 170 CM","24 Y","Deachkalek Muay Thai Academy","WIN","Knockout 
R2 (2:36)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","LOSS","Knockout 
R3 (0:57)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","LOSS","Knockout 
R1 (1:54)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","WIN","Unanimous Decision 
R3 (3:00)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","WIN","Unanimous Decision 
R3 (3:00)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","WIN","Knockout 
R1 (2:15)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","WIN","Knockout 
R2 (1:35)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","WIN","TKO 
R3 (1:26)"
"Suablack Tor Pran49","
Thailand ","145.06 LBS / 65.8 KG","5'6"" FT / 170 CM","28 Y","Tor Pran49","WIN","Knockout 
R2 (2:14)"
"Suakim Sor Jor Tongprajin","
Thailand ","139.33 LBS / 63.2 KG","5'8"" FT / 175 CM","29 Y","Sor Jor Thongprajin","WIN","Majority Decision 
R3 (3:00)"
"Suakim Sor Jor Tongprajin","
Thailand ","139.33 LBS / 63.2 KG","5'8"" FT / 175 CM","29 Y","Sor Jor Thongprajin","WIN","Knockout 
R2 (1:22)"
"Suakim Sor Jor Tongprajin","
Thailand ","139.33 LBS / 63.2 KG","5'8"" FT / 175 CM","29 Y","Sor Jor Thongprajin","LOSS","Knockout 
R3 (0:22)"
"Suakim Sor Jor Tongprajin","
Thailand ","139.33 LBS / 63.2 KG","5'8"" FT / 175 CM","29 Y","Sor Jor Thongprajin","WIN","Knockout 
R1 (2:15)"
"Suakim Sor Jor Tongprajin","
Thailand ","139.33 LBS / 63.2 KG","5'8"" FT / 175 CM","29 Y","Sor Jor Thongprajin","LOSS","Knockout 
R2 (0:58)"
"Suayai Chor.Haapayak","
Thailand ",NA,"5'1"" FT / 156 CM","31 Y","Chor Haapayak","LOSS","Knockout 
R1 (2:47)"
"Suesat Manop Gym","
Thailand ","124.34 LBS / 56.4 KG","5'5"" FT / 167 CM","31 Y","Manop Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Suesat Manop Gym","
Thailand ","124.34 LBS / 56.4 KG","5'5"" FT / 167 CM","31 Y","Manop Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Sulaiman Looksuan","
Myanmar [Burma] ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","21 Y",NA,"LOSS","Knockout 
R2 (0:16)"
"Sulaiman Looksuan","
Myanmar [Burma] ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","21 Y",NA,"WIN","Unanimous Decision 
R3 (3:00)"
"Sulaiman Looksuan","
Myanmar [Burma] ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","21 Y",NA,"LOSS","Majority Decision 
R3 (3:00)"
"Sulaiman Looksuan","
Myanmar [Burma] ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","21 Y",NA,"WIN","Unanimous Decision 
R3 (3:00)"
"Sulaiman Looksuan","
Myanmar [Burma] ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","21 Y",NA,"LOSS","Knockout 
R1 (2:51)"
"Sulaiman Looksuan","
Myanmar [Burma] ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","21 Y",NA,"WIN","TKO 
R2 (0:20)"
"Sulaiman Looksuan","
Myanmar [Burma] ","132.5 LBS / 60.1 KG","5'4"" FT / 165 CM","21 Y",NA,"WIN","Knockout 
R2 (1:30)"
"Sunday Boomdeksean","
Thailand ","117.51 LBS / 53.3 KG","5'4"" FT / 165 CM","27 Y","Boomdeksean","WIN","TKO 
R2 (1:01)"
"Sunday Boomdeksean","
Thailand ","117.51 LBS / 53.3 KG","5'4"" FT / 165 CM","27 Y","Boomdeksean","WIN","Knockout 
R2 (0:59)"
"Sungprab Lookpichit","
Thailand ",NA,"5'1"" FT / 156 CM","21 Y","Lookpichit","LOSS","Knockout 
R2 (2:05)"
"Sungprab Lookpichit","
Thailand ",NA,"5'1"" FT / 156 CM","21 Y","Lookpichit","WIN","Knockout 
R1 (1:06)"
"Sungprab Lookpichit","
Thailand ",NA,"5'1"" FT / 156 CM","21 Y","Lookpichit","WIN","Knockout 
R2 (2:12)"
"Sunvo TDed99","
Thailand ",NA,"5'6"" FT / 170 CM","21 Y","TDed99","LOSS","Unanimous Decision 
R3 (3:00)"
"Supalek Jitmuangnon","
Thailand ",NA,"5'8"" FT / 175 CM","21 Y","Jitmuangnon Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Superball Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 174 CM","27 Y","TDed99","LOSS","Knockout 
R2 (0:55)"
"Superball Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 174 CM","27 Y","TDed99","WIN","Unanimous Decision 
R3 (3:00)"
"Superball Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 174 CM","27 Y","TDed99","WIN","Unanimous Decision 
R3 (3:00)"
"Superball Wankhongohm MBK","
Thailand ",NA,"5'8"" FT / 174 CM","27 Y","TDed99","WIN","Unanimous Decision 
R3 (3:00)"
"Superman Or AudUdon","
Thailand ","119.05 LBS / 54 KG","5'5"" FT / 167 CM","19 Y","Or AudUdon","LOSS","TKO 
R1 (2:27)"
"Superman Or AudUdon","
Thailand ","119.05 LBS / 54 KG","5'5"" FT / 167 CM","19 Y","Or AudUdon","WIN","Unanimous Decision 
R3 (3:00)"
"Suphachailek Nengsubyai","
Thailand ",NA,"5'8"" FT / 175 CM","20 Y","Saangmorakot","LOSS","TKO 
R2 (2:41)"
"Surachai Sor Sommai","
Thailand ",NA,"5'8"" FT / 173 CM","33 Y","Sor Sommai","LOSS","Unanimous Decision 
R3 (3:00)"
"Surachai Sor Sommai","
Thailand ",NA,"5'8"" FT / 173 CM","33 Y","Sor Sommai","LOSS","Unanimous Decision 
R3 (3:00)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","LOSS","Unanimous Decision 
R3 (3:00)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","WIN","Knockout 
R1 (2:50)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","WIN","Unanimous Decision 
R3 (3:00)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","LOSS","Unanimous Decision 
R3 (3:00)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","WIN","Knockout 
R2 (0:15)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","WIN","Knockout 
R3 (2:47)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","LOSS","Unanimous Decision 
R3 (3:00)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","WIN","Knockout 
R2 (1:46)"
"Suriyanlek Por Yenying","
Thailand ",NA,"5'2"" FT / 160 CM","28 Y","Bravery Gym / Por Yenying","WIN","Knockout 
R1 (0:50)"
"Sutin Rinnmuaythai","
Thailand ","141.98 LBS / 64.4 KG","5'8"" FT / 175 CM","27 Y","Rinn Muaythai","WIN","Split Decision 
R3 (3:00)"
"Suwatlek TDed99","
Thailand ",NA,"5'6"" FT / 168 CM","24 Y","TDed99","LOSS","Knockout 
R1 (2:45)"
"Tagir Khalilov","
Russia ","134.7 LBS / 61.1 KG","5'7"" FT / 172 CM","31 Y","Archangel Michel / Samingpri Muay Thai Gym","LOSS","Knockout 
R1 (2:02)"
"Tagir Khalilov","
Russia ","134.7 LBS / 61.1 KG","5'7"" FT / 172 CM","31 Y","Archangel Michel / Samingpri Muay Thai Gym","WIN","Split Decision 
R3 (3:00)"
"Tagir Khalilov","
Russia ","134.7 LBS / 61.1 KG","5'7"" FT / 172 CM","31 Y","Archangel Michel / Samingpri Muay Thai Gym","LOSS","TKO 
R2 (1:42)"
"Tagir Khalilov","
Russia ","134.7 LBS / 61.1 KG","5'7"" FT / 172 CM","31 Y","Archangel Michel / Samingpri Muay Thai Gym","WIN","Knockout 
R1 (2:04)"
"Tagir Khalilov","
Russia ","134.7 LBS / 61.1 KG","5'7"" FT / 172 CM","31 Y","Archangel Michel / Samingpri Muay Thai Gym","WIN","TKO 
R1 (2:29)"
"Tagir Khalilov","
Russia ","134.7 LBS / 61.1 KG","5'7"" FT / 172 CM","31 Y","Archangel Michel / Samingpri Muay Thai Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Tagir Khalilov","
Russia ","134.7 LBS / 61.1 KG","5'7"" FT / 172 CM","31 Y","Archangel Michel / Samingpri Muay Thai Gym","LOSS","Split Decision 
R3 (3:00)"
"Tahaneak Nayokatasala","
Thailand ","117.95 LBS / 53.5 KG","5'4"" FT / 163 CM","22 Y","Sor Chokmeechai","LOSS","Unanimous Decision 
R3 (3:00)"
"Tahaneak Nayokatasala","
Thailand ","117.95 LBS / 53.5 KG","5'4"" FT / 163 CM","22 Y","Sor Chokmeechai","WIN","Knockout 
R1 (2:17)"
"Tahaneak Nayokatasala","
Thailand ","117.95 LBS / 53.5 KG","5'4"" FT / 163 CM","22 Y","Sor Chokmeechai","WIN","Split Decision 
R3 (3:00)"
"Tai Sor Jor Piek Uthai","
Thailand ","135.14 LBS / 61.3 KG","5'6"" FT / 168 CM","23 Y","Sor Jor PiekUthai gym","LOSS","Knockout 
R1 (1:14)"
"Tai Sor Jor Piek Uthai","
Thailand ","135.14 LBS / 61.3 KG","5'6"" FT / 168 CM","23 Y","Sor Jor PiekUthai gym","LOSS","Knockout 
R3 (1:37)"
"Tai Sor Jor Piek Uthai","
Thailand ","135.14 LBS / 61.3 KG","5'6"" FT / 168 CM","23 Y","Sor Jor PiekUthai gym","LOSS","Majority Decision 
R3 (3:00)"
"Taku Kondo","
Japan ","135.36 LBS / 61.4 KG","5'8"" FT / 174 CM","29 Y","Sports24","LOSS","Knockout 
R1 (2:08)"
"Takuma Ota","
Japan ","131.4 LBS / 59.6 KG","5'8"" FT / 173 CM","25 Y","Shinkoh Muay Thai Gym","LOSS","Split Decision 
R3 (3:00)"
"Takuma Ota","
Japan ","131.4 LBS / 59.6 KG","5'8"" FT / 173 CM","25 Y","Shinkoh Muay Thai Gym","WIN","Knockout 
R2 (1:27)"
"Takuma Ota","
Japan ","131.4 LBS / 59.6 KG","5'8"" FT / 173 CM","25 Y","Shinkoh Muay Thai Gym","WIN","Unanimous Decision 
R3 (3:00)"
"Tan Shi Yin","
Singapore ",NA,"5'1"" FT / 155 CM","30 Y","Brazilian Jiu-Jitsu Singapore",NA,NA
"Tanachart Por Patcharawat","
Thailand ","134.04 LBS / 60.8 KG","5'4"" FT / 163 CM","22 Y","Por Patcharawat","LOSS","Unanimous Decision 
R3 (3:00)"
"Tapaokaew Singha Mawynn","
Thailand ",NA,"5'8"" FT / 175 CM","22 Y","Singha Mawyn","LOSS","Knockout 
R1 (2:20)"
"Tapaokaew Singha Mawynn","
Thailand ",NA,"5'8"" FT / 175 CM","22 Y","Singha Mawyn","LOSS","Split Decision 
R3 (3:00)"
"Tawanchai VK Khaoyai","
Thailand ","122.8 LBS / 55.7 KG","5'4"" FT / 165 CM","17 Y","Sor Siriluck","LOSS","Knockout 
R1 (1:46)"
"Teeyai PK Saenchai","
Thailand ","124.12 LBS / 56.3 KG","5'4"" FT / 165 CM","23 Y","PK Saenchai Muaythaigym","LOSS","Unanimous Decision 
R3 (3:00)"
"Teeyai PK Saenchai","
Thailand ","124.12 LBS / 56.3 KG","5'4"" FT / 165 CM","23 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R1 (0:48)"
"Teeyai PK Saenchai","
Thailand ","124.12 LBS / 56.3 KG","5'4"" FT / 165 CM","23 Y","PK Saenchai Muaythaigym","LOSS","Knockout 
R2 (1:47)"
"Teeyai PK Saenchai","
Thailand ","124.12 LBS / 56.3 KG","5'4"" FT / 165 CM","23 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R3 (3:00)"
"Teeyai PK Saenchai","
Thailand ","124.12 LBS / 56.3 KG","5'4"" FT / 165 CM","23 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R2 (0:58)"
"Teeyai PK Saenchai","
Thailand ","124.12 LBS / 56.3 KG","5'4"" FT / 165 CM","23 Y","PK Saenchai Muaythaigym","WIN","Unanimous Decision 
R3 (3:00)"
"Teeyai PK Saenchai","
Thailand ","124.12 LBS / 56.3 KG","5'4"" FT / 165 CM","23 Y","PK Saenchai Muaythaigym","WIN","TKO 
R1 (3:00)"
"Teeyai Wankhongohm MBK","
Thailand ","115.74 LBS / 52.5 KG","5'4"" FT / 165 CM","26 Y",NA,"WIN","Knockout 
R1 (1:00)"
"Teeyai Wankhongohm MBK","
Thailand ","115.74 LBS / 52.5 KG","5'4"" FT / 165 CM","26 Y",NA,"WIN","Knockout 
R1 (1:39)"
"Temirlan Bekmurzaev","
Russia ",NA,"5'5"" FT / 167 CM","26 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3 (3:00)"
"Temirlan Bekmurzaev","
Russia ",NA,"5'5"" FT / 167 CM","26 Y","Team Mehdi Zatout","WIN","Unanimous Decision 
R3 (3:00)"
"Temirlan Bekmurzaev","
Russia ",NA,"5'5"" FT / 167 CM","26 Y","Team Mehdi Zatout","LOSS","Knockout 
R2 (2:43)"
"Temirlan Bekmurzaev","
Russia ",NA,"5'5"" FT / 167 CM","26 Y","Team Mehdi Zatout","WIN","TKO 
R2 (2:25)"
"Temirlan Bekmurzaev","
Russia ",NA,"5'5"" FT / 167 CM","26 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3 (3:00)"
"Teodora Kirilova","
Bulgaria ",NA,"5'2"" FT / 160 CM","33 Y",NA,"LOSS","TKO 
R2 (2:27)"
"Thai-Ngan Le","
United States ",NA,"5'1"" FT / 157 CM","37 Y","Fairtex Training Center","LOSS","Unanimous Decision 
R3 (3:00)"
"Thanungern FA Group","
Thailand ","140.21 LBS / 63.6 KG","5'6"" FT / 170 CM","26 Y","FA Group","LOSS","TKO 
R2 (2:47)"
"Thanungern FA Group","
Thailand ","140.21 LBS / 63.6 KG","5'6"" FT / 170 CM","26 Y","FA Group","LOSS","Unanimous Decision 
R3 (3:00)"
"Thanungern FA Group","
Thailand ","140.21 LBS / 63.6 KG","5'6"" FT / 170 CM","26 Y","FA Group","LOSS","Knockout 
R2 (2:14)"
"Theeradet Chor Hapayak","
Thailand ",NA,"5'8"" FT / 175 CM","26 Y","Chor Hapayak","LOSS","Unanimous Decision 
R (3:00)"
"Theeradet Chor Hapayak","
Thailand ",NA,"5'8"" FT / 175 CM","26 Y","Chor Hapayak","LOSS","Knockout 
R2 (0:10)"
"Theptaksin Sor Sornsing","
Thailand ","130.73 LBS / 59.3 KG","5'8"" FT / 173 CM","26 Y","Lionheart Muaythai","WIN","Unanimous Decision 
R3 (3:00)"
"Theptaksin Sor Sornsing","
Thailand ","130.73 LBS / 59.3 KG","5'8"" FT / 173 CM","26 Y","Lionheart Muaythai","WIN","Split Decision 
R3 (3:00)"
"Theptaksin Sor Sornsing","
Thailand ","130.73 LBS / 59.3 KG","5'8"" FT / 173 CM","26 Y","Lionheart Muaythai","LOSS","Knockout 
R2 (1:59)"
"Theptaksin Sor Sornsing","
Thailand ","130.73 LBS / 59.3 KG","5'8"" FT / 173 CM","26 Y","Lionheart Muaythai","LOSS","Unanimous Decision 
R3 (3:00)"
"Theptaksin Sor Sornsing","
Thailand ","130.73 LBS / 59.3 KG","5'8"" FT / 173 CM","26 Y","Lionheart Muaythai","WIN","Split Decision 
R3 (3:00)"
"Theptaksin Sor Sornsing","
Thailand ","130.73 LBS / 59.3 KG","5'8"" FT / 173 CM","26 Y","Lionheart Muaythai","WIN","Unanimous Decision 
R3 (3:00)"
"TheStar Sitcho","
Thailand ",NA,"5'4"" FT / 165 CM","24 Y","Sit Chor","LOSS","Knockout 
R2 (1:12)"
"Thomas Van Nijnatten","
France ",NA,"5'8"" FT / 175 CM","24 Y","Singpatong / Sitnumnoi Muay Thai Gym","LOSS","Knockout 
R1 (1:50)"
"Thongpoon PK Saenchai","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 163 CM","27 Y","PK Saenchai Muaythaigym","LOSS","Unanimous Decision 
R3 (3:00)"
"Thongpoon PK Saenchai","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 163 CM","27 Y","PK Saenchai Muaythaigym","LOSS","Unanimous Decision 
R3 (3:00)"
"Thongpoon PK Saenchai","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 163 CM","27 Y","PK Saenchai Muaythaigym","WIN","TKO 
R1 (1:37)"
"Thongpoon PK Saenchai","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 163 CM","27 Y","PK Saenchai Muaythaigym","No Contest
NC","—"
"Thongpoon PK Saenchai","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 163 CM","27 Y","PK Saenchai Muaythaigym","WIN","Split Decision 
R3 (3:00)"
"Thongpoon PK Saenchai","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 163 CM","27 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R1 (0:20)"
"Thongpoon PK Saenchai","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 163 CM","27 Y","PK Saenchai Muaythaigym","WIN","Knockout 
R1 (0:24)"
"Thongsiam Lukjaoporongtom","
Thailand ",NA,"5'8"" FT / 175 CM","23 Y","Kiatsongrit","LOSS","Split Decision 
R3 (3:00)"
"Thongsiam Lukjaoporongtom","
Thailand ",NA,"5'8"" FT / 175 CM","23 Y","Kiatsongrit","WIN","Unanimous Decision 
R3 (3:00)"
"Thuanthong Sor Sommai","
Thailand ",NA,"5'4"" FT / 165 CM","23 Y","Sor Sommai","LOSS","Unanimous Decision 
R3 (3:00)"
"Tomoki Sato","
Japan ",NA,"5'10"" FT / 178 CM","33 Y","Tiger Muay Thai","LOSS","Unanimous Decision 
R3 (3:00)"
"Tomoki Sato","
Japan ",NA,"5'10"" FT / 178 CM","33 Y","Tiger Muay Thai","WIN","Unanimous Decision 
R3 (3:00)"
"Tomorrow Kiatsongrit","
Thailand ",NA,"5'4"" FT / 165 CM","22 Y","Kiatsongrit","LOSS","Knockout 
R1 (0:24)"
"Tomoya Maruyama","
Japan ","138.45 LBS / 62.8 KG","5'10"" FT / 180 CM","26 Y","Buyuukai","LOSS","TKO 
R3 (2:50)"
"Tomyamkoong Bhumjaithai","
Thailand ",NA,"5'7"" FT / 171 CM","20 Y","PK Saenchai Muaythaigym","LOSS","Knockout 
R2 (1:25)"
"Tomyamkoong Bhumjaithai","
Thailand ",NA,"5'7"" FT / 171 CM","20 Y","PK Saenchai Muaythaigym","LOSS","Knockout 
R3 (2:47)"
"Tonglampoon FA Group","
Thailand ","116.62 LBS / 52.9 KG","5'4"" FT / 165 CM","21 Y","FA Group","WIN","TKO 
R2 (1:55)"
"Tonglampoon FA Group","
Thailand ","116.62 LBS / 52.9 KG","5'4"" FT / 165 CM","21 Y","FA Group","WIN","Knockout 
R2 (2:55)"
"Tonglampoon FA Group","
Thailand ","116.62 LBS / 52.9 KG","5'4"" FT / 165 CM","21 Y","FA Group","WIN","Knockout 
R2 (1:10)"
"Tonglampoon FA Group","
Thailand ","116.62 LBS / 52.9 KG","5'4"" FT / 165 CM","21 Y","FA Group","WIN","Unanimous Decision 
R3 (3:00)"
"Topgun Kor Kanluak","
Thailand ","121.92 LBS / 55.3 KG","5'4"" FT / 165 CM","22 Y","Kiatsongrit","LOSS","TKO 
R2 (1:55)"
"Toyota Eaglemuaythai","
Thailand ",NA,"5'5"" FT / 167 CM","23 Y","Eagle Muay Thai","WIN","Knockout 
R1 (2:59)"
"Tuan Kor Kampanart","
Thailand ","134.48 LBS / 61 KG","5'6"" FT / 168 CM","30 Y",NA,"LOSS","TKO 
R2 (1:00)"
"Tuan Quoc Tran","
Vietnam ","149.91 LBS / 68 KG","5'6"" FT / 170 CM","28 Y","Saigon Sports Club","LOSS","TKO 
R3 (1:01)"
"Tuan Quoc Tran","
Vietnam ","149.91 LBS / 68 KG","5'6"" FT / 170 CM","28 Y","Saigon Sports Club","WIN","TKO 
R3 (0:56)"
"Tuangsap Sor Salacheep","
Thailand ","127.87 LBS / 58 KG","5'6"" FT / 169 CM","24 Y","Tor Ittiporn","LOSS","Knockout 
R2 (1:11)"
"Tubtimthong Sor Jor Lekmuangnon","
Thailand ",NA,"5'3"" FT / 161 CM","23 Y",NA,"LOSS","Unanimous Decision 
R3 (3:00)"
"Tubtimthong Sor Jor Lekmuangnon","
Thailand ",NA,"5'3"" FT / 161 CM","23 Y",NA,"WIN","Unanimous Decision 
R3 (3:00)"
"Tubtimthong Sor Jor Lekmuangnon","
Thailand ",NA,"5'3"" FT / 161 CM","23 Y",NA,"WIN","Knockout 
R1 (1:38)"
"Tubtimthong Sor Jor Lekmuangnon","
Thailand ",NA,"5'3"" FT / 161 CM","23 Y",NA,"WIN","Knockout 
R1 (1:50)"
"Tyson Harrison","
Australia ",NA,"6'0"" FT / 184 CM","23 Y","Sangtiennoi Muay Thai Gym","WIN","Split Decision 
R3 (3:00)"
"Tyson Harrison","
Australia ",NA,"6'0"" FT / 184 CM","23 Y","Sangtiennoi Muay Thai Gym","LOSS","TKO 
R1 (3:00)"
"Tyson Harrison","
Australia ",NA,"6'0"" FT / 184 CM","23 Y","Sangtiennoi Muay Thai Gym","WIN","Knockout 
R1 (2:20)"
"Tyson Harrison","
Australia ",NA,"6'0"" FT / 184 CM","23 Y","Sangtiennoi Muay Thai Gym","LOSS","Unanimous Decision 
R3 (3:00)"
"Tyson Harrison","
Australia ",NA,"6'0"" FT / 184 CM","23 Y","Sangtiennoi Muay Thai Gym","WIN","Knockout 
R3 (3:00)"
"Tyson Harrison","
Australia ",NA,"6'0"" FT / 184 CM","23 Y","Sangtiennoi Muay Thai Gym","LOSS","Split Decision 
R3 (3:00)"
"Udomlek Nupranburi","
Thailand ","127.87 LBS / 58 KG","5'6"" FT / 169 CM",NA,"Nupranburi","LOSS","Knockout 
R1 (2:09)"
"Uzair Ismoiljonov","
Uzbekistan ","146.83 LBS / 66.6 KG","5'10"" FT / 180 CM","25 Y","Team Mehdi Zatout","LOSS","Unanimous Decision 
R3 (3:00)"
"Victor Hugo","
Brazil ",NA,"5'10"" FT / 180 CM","27 Y","Phuket Fight Club","LOSS","Unanimous Decision 
R3 (3:00)"
"Victor Pinto","
France ","145.06 LBS / 65.8 KG","5'8"" FT / 173 CM","31 Y","Pinto Fight Studio","LOSS","Unanimous Decision 
R3 (3:00)"
"Victor Pinto","
France ","145.06 LBS / 65.8 KG","5'8"" FT / 173 CM","31 Y","Pinto Fight Studio","LOSS","Unanimous Decision 
R3 (3:00)"
"Victor Pinto","
France ","145.06 LBS / 65.8 KG","5'8"" FT / 173 CM","31 Y","Pinto Fight Studio","LOSS","Unanimous Decision 
R3 (3:00)"
"Victor Teixeira","
Brazil ","155.87 LBS / 70.7 KG","5'11"" FT / 181 CM","27 Y","Singpatong","LOSS","TKO 
R2 (1:35)"
"Victor Teixeira","
Brazil ","155.87 LBS / 70.7 KG","5'11"" FT / 181 CM","27 Y","Singpatong","WIN","Knockout 
R2 (2:46)"
"View Petkosol","
Thailand ",NA,"5'7"" FT / 172 CM","24 Y","Kiatpetch","WIN","Unanimous Decision 
R3 (3:00)"
"Vladimir Gabov","
Russia ",NA,"5'10"" FT / 178 CM","26 Y","Fight club Siam / Kuzbass Muaythai team","LOSS","Unanimous Decision 
R3 (3:00)"
"Vladimir Gabov","
Russia ",NA,"5'10"" FT / 178 CM","26 Y","Fight club Siam / Kuzbass Muaythai team","LOSS","Unanimous Decision 
R3 (3:00)"
"Vladimir Kuzmin","
Russia ","147.49 LBS / 66.9 KG","5'8"" FT / 175 CM","27 Y","Fight Club Archangel Michael","LOSS","Unanimous Decision 
R3 (3:00)"
